BGT_ANNEE,BGT_CONTNAT,BGT_CONTNAT_LABEL,BGT_NATURE,BGT_NATURE_LABEL,BGT_FONCTION,BGT_FONCTION_LABEL,BGT_SECTION,BGT_OPBUDG,BGT_CODRD,BGT_MTREAL,BGT_MTPROPNOUV,BGT_MTPREV,BGT_CREDOUV,BGT_ARTSPE
2020,900,Services généraux,13172,FEDER,900202,Autres moyens généraux,investissement,réel,recette,228938,0.0,0,0,non spécialisé
2020,902,Enseignement,13172,FEDER,90222,Lycées publics,investissement,réel,recette,4474855,0.0,0,0,non spécialisé
2020,902,Enseignement,13172,FEDER,9023,Enseignement supérieur,investissement,réel,recette,0,0.0,0,0,non spécialisé
2020,905,Aménagement des territoires,13172,FEDER,9056,Technologies de l'information et de la communication,investissement,réel,recette,11352503,0.0,0,0,non spécialisé
2020,906,Gestion des fonds européens,13172,FEDER,9062,FEDER,investissement,réel,recette,70468538,0.0,0,0,non spécialisé
2020,908,Transports,13172,FEDER,90814,Transports interurbains,investissement,réel,recette,805542,0.0,0,0,non spécialisé
2020,909,Action économique,13172,FEDER,9092,Recherche et innovation,investissement,réel,recette,927356,0.0,0,0,non spécialisé
2020,906,Gestion des fonds européens,13173,FEADER,90630,FEADER,investissement,réel,recette,116251789,0.0,0,0,non spécialisé
2020,906,Gestion des fonds européens,13178,Autres fonds européens,90630,FEADER,investissement,réel,recette,0,0.0,0,0,non spécialisé
2020,908,Transports,13178,Autres fonds européens,90810,Services communs,investissement,réel,recette,75687,0.0,0,0,non spécialisé
2020,908,Transports,13178,Autres fonds européens,90811,Transport ferroviaire régional de voyageurs,investissement,réel,recette,29309,0.0,0,0,non spécialisé
2020,926,Transferts entre les sections,13932,Dotation régionale d'équipement scolaire,926,Transferts entre les sections,investissement,ordre,dépense,64095519,0.0,0,0,non spécialisé
2020,923,Dettes et autres opérations financières,166,Refinancement de dette,923,Dettes et autres opérations financières,investissement,réel,dépense,0,0.0,0,0,non spécialisé
2020,926,Transferts entre les sections,192,Plus ou moins-values sur cessions d'immobilisations,926,Transferts entre les sections,investissement,ordre,recette,211193,0.0,0,0,non spécialisé
2020,926,Transferts entre les sections,192,Plus ou moins-values sur cessions d'immobilisations,926,Transferts entre les sections,investissement,ordre,dépense,112904,0.0,0,0,non spécialisé
2020,926,Transferts entre les sections,198,Neutralisation des amortissements,926,Transferts entre les sections,investissement,ordre,dépense,388513115,0.0,0,0,non spécialisé
2020,900,Services généraux,21311,Bâtiments administratifs,900202,Autres moyens généraux,investissement,réel,recette,1140,0.0,0,0,non spécialisé
2020,900,Services généraux,21311,Bâtiments administratifs,900202,Autres moyens généraux,investissement,réel,dépense,106976,0.0,0,0,non spécialisé
2020,900,Services généraux,21311,Bâtiments administratifs,900202,Autres moyens généraux,investissement,réel,dépense,298445,0.0,0,0,non spécialisé
2020,903,"Culture, sports et loisirs",21311,Bâtiments administratifs,9032,Sports,investissement,réel,dépense,25804,0.0,0,0,non spécialisé
2020,925,Opérations patrimoniales,21311,Bâtiments administratifs,925,Opérations patrimoniales,investissement,ordre,dépense,22281,0.0,0,0,non spécialisé
2020,902,Enseignement,21312,Bâtiments scolaires,90222,Lycées publics,investissement,réel,recette,9497,0.0,0,0,non spécialisé
2020,902,Enseignement,21312,Bâtiments scolaires,90222,Lycées publics,investissement,réel,dépense,11905366,0.0,0,0,non spécialisé
2020,902,Enseignement,21312,Bâtiments scolaires,90222,Lycées publics,investissement,réel,dépense,55448,0.0,0,0,non spécialisé
2020,902,Enseignement,21312,Bâtiments scolaires,90224,Participations à des cités mixtes,investissement,réel,dépense,212646,0.0,0,0,non spécialisé
2020,925,Opérations patrimoniales,21312,Bâtiments scolaires,925,Opérations patrimoniales,investissement,ordre,recette,113938618,0.0,0,0,non spécialisé
2020,925,Opérations patrimoniales,21312,Bâtiments scolaires,925,Opérations patrimoniales,investissement,ordre,dépense,51082754,0.0,0,0,non spécialisé
2020,926,Transferts entre les sections,21312,Bâtiments scolaires,926,Transferts entre les sections,investissement,ordre,recette,267255,0.0,0,0,non spécialisé
2020,903,"Culture, sports et loisirs",21314,Bâtiments culturels et sportifs,9032,Sports,investissement,réel,recette,22,0.0,0,0,non spécialisé
2020,903,"Culture, sports et loisirs",21314,Bâtiments culturels et sportifs,9032,Sports,investissement,réel,dépense,84788,0.0,0,0,non spécialisé
2020,909,Action économique,21314,Bâtiments culturels et sportifs,9095,Tourisme et thermalisme,investissement,réel,dépense,244247,0.0,0,0,non spécialisé
2020,925,Opérations patrimoniales,21314,Bâtiments culturels et sportifs,925,Opérations patrimoniales,investissement,ordre,dépense,1530,0.0,0,0,non spécialisé
2020,901,Formation professionnelle et apprentissage,21318,Autres bâtiments publics,9012,Apprentissage,investissement,réel,dépense,295963,0.0,0,0,non spécialisé
2020,925,Opérations patrimoniales,21715,Terrains bâtis,925,Opérations patrimoniales,investissement,ordre,recette,46115,0.0,0,0,non spécialisé
2020,902,Enseignement,217312,Bâtiments scolaires,90222,Lycées publics,investissement,réel,recette,823,0.0,0,0,non spécialisé
2020,902,Enseignement,217312,Bâtiments scolaires,90222,Lycées publics,investissement,réel,dépense,10407334,0.0,0,0,non spécialisé
2020,902,Enseignement,217312,Bâtiments scolaires,90222,Lycées publics,investissement,réel,dépense,631,0.0,0,0,non spécialisé
2020,902,Enseignement,217312,Bâtiments scolaires,90224,Participations à des cités mixtes,investissement,réel,dépense,790136,0.0,0,0,non spécialisé
2020,902,Enseignement,217312,Bâtiments scolaires,9028,Autres services périscolaires et annexes,investissement,réel,dépense,89102,0.0,0,0,non spécialisé
2020,925,Opérations patrimoniales,217312,Bâtiments scolaires,925,Opérations patrimoniales,investissement,ordre,recette,50906557,0.0,0,0,non spécialisé
2020,925,Opérations patrimoniales,217312,Bâtiments scolaires,925,Opérations patrimoniales,investissement,ordre,dépense,113971269,0.0,0,0,non spécialisé
2020,926,Transferts entre les sections,217312,Bâtiments scolaires,926,Transferts entre les sections,investissement,ordre,dépense,0,0.0,0,0,non spécialisé
2020,903,"Culture, sports et loisirs",217314,Bâtiments culturels et sportifs,9032,Sports,investissement,réel,dépense,2030,0.0,0,0,non spécialisé
2020,925,Opérations patrimoniales,236,Avances versées aux EPLE sur immobilisations régionales,925,Opérations patrimoniales,investissement,ordre,recette,0,0.0,0,0,non spécialisé
2020,909,Action économique,2741,Prêts aux collectivités et aux groupements,9095,Tourisme et thermalisme,investissement,réel,recette,50000,0.0,0,0,non spécialisé
2020,909,Action économique,2748,Autres prêts,9094,"Industrie, artisanat, commerce et autres services",investissement,réel,recette,4500000,0.0,0,0,non spécialisé
2020,909,Action économique,2748,Autres prêts,9094,"Industrie, artisanat, commerce et autres services",investissement,réel,dépense,5000000,0.0,0,0,non spécialisé
2020,926,Transferts entre les sections,28031,Frais d'études,926,Transferts entre les sections,investissement,ordre,recette,227955,0.0,0,0,non spécialisé
2020,926,Transferts entre les sections,281311,Bâtiments administratifs,926,Transferts entre les sections,investissement,ordre,recette,2802062,0.0,0,0,non spécialisé
2020,926,Transferts entre les sections,281312,Bâtiments scolaires,926,Transferts entre les sections,investissement,ordre,recette,14883979,0.0,0,0,non spécialisé
2020,926,Transferts entre les sections,281314,Bâtiments culturels et sportifs,926,Transferts entre les sections,investissement,ordre,recette,1327967,0.0,0,0,non spécialisé
2020,926,Transferts entre les sections,281318,Autres bâtiments publics,926,Transferts entre les sections,investissement,ordre,recette,500581,0.0,0,0,non spécialisé
2020,926,Transferts entre les sections,281351,Bâtiments publics,926,Transferts entre les sections,investissement,ordre,recette,93338,0.0,0,0,non spécialisé
2020,926,Transferts entre les sections,281735,"Installations générales, agencements, aménagements des constructions",926,Transferts entre les sections,investissement,ordre,recette,899,0.0,0,0,non spécialisé
2020,926,Transferts entre les sections,2817312,Bâtiments scolaires,926,Transferts entre les sections,investissement,ordre,recette,17871958,0.0,0,0,non spécialisé
2020,926,Transferts entre les sections,2817314,Bâtiments culturels et sportifs,926,Transferts entre les sections,investissement,ordre,recette,9470,0.0,0,0,non spécialisé
2020,926,Transferts entre les sections,28181,"Installations générales, agencements, aménagements divers",926,Transferts entre les sections,investissement,ordre,recette,108587,0.0,0,0,non spécialisé
2020,926,Transferts entre les sections,28185,Matériel de téléphonie,926,Transferts entre les sections,investissement,ordre,recette,162571,0.0,0,0,non spécialisé
2020,926,Transferts entre les sections,28188,Autres,926,Transferts entre les sections,investissement,ordre,recette,2100520,0.0,0,0,non spécialisé
2020,930,Services généraux,6132,Locations immobilières,930202,Autres moyens généraux,fonctionnement,réel,dépense,1104992,0.0,0,0,non spécialisé
2020,932,Enseignement,6132,Locations immobilières,93222,Lycées publics,fonctionnement,réel,dépense,2121,0.0,0,0,non spécialisé
2020,932,Enseignement,6132,Locations immobilières,93224,Participations à des cités mixtes,fonctionnement,réel,dépense,1560,0.0,0,0,non spécialisé
2020,930,Services généraux,6245,Transports de personnes extérieures à la collectivité,930201,Personnel non ventilé,fonctionnement,réel,dépense,1096,0.0,0,0,non spécialisé
2020,930,Services généraux,6245,Transports de personnes extérieures à la collectivité,930202,Autres moyens généraux,fonctionnement,réel,dépense,0,0.0,0,0,non spécialisé
2020,931,Formation professionnelle et apprentissage,6245,Transports de personnes extérieures à la collectivité,93116,Autres,fonctionnement,réel,dépense,300,0.0,0,0,non spécialisé
2020,932,Enseignement,6245,Transports de personnes extérieures à la collectivité,93222,Lycées publics,fonctionnement,réel,dépense,1950,0.0,0,0,non spécialisé
2020,932,Enseignement,6245,Transports de personnes extérieures à la collectivité,9328,Autres services périscolaires et annexes,fonctionnement,réel,dépense,5772,0.0,0,0,non spécialisé
2020,933,"Culture, sports et loisirs",6245,Transports de personnes extérieures à la collectivité,93312,Activités culturelles et artistiques,fonctionnement,réel,dépense,1616,0.0,0,0,non spécialisé
2020,938,Transports,6245,Transports de personnes extérieures à la collectivité,93810,Services communs,fonctionnement,réel,dépense,141024,0.0,0,0,non spécialisé
2020,938,Transports,6245,Transports de personnes extérieures à la collectivité,93811,Transport ferroviaire régional de voyageurs,fonctionnement,réel,dépense,3163428,0.0,0,0,non spécialisé
2020,938,Transports,6245,Transports de personnes extérieures à la collectivité,93813,Transports scolaires,fonctionnement,réel,dépense,93746640,0.0,0,0,non spécialisé
2020,938,Transports,6245,Transports de personnes extérieures à la collectivité,93814,Transports interurbains,fonctionnement,réel,dépense,14646214,0.0,0,0,non spécialisé
2020,938,Transports,6245,Transports de personnes extérieures à la collectivité,93815,Transports mixtes,fonctionnement,réel,dépense,36948412,0.0,0,0,non spécialisé
2020,939,Action économique,6245,Transports de personnes extérieures à la collectivité,9395,Tourisme et thermalisme,fonctionnement,réel,dépense,2201,0.0,0,0,non spécialisé
2020,930,Services généraux,62878,A des tiers,930202,Autres moyens généraux,fonctionnement,réel,dépense,268,0.0,0,0,non spécialisé
2020,930,Services généraux,62878,A des tiers,93048,Autres actions internationales,fonctionnement,réel,dépense,0,0.0,0,0,non spécialisé
2020,931,Formation professionnelle et apprentissage,62878,A des tiers,93116,Autres,fonctionnement,réel,dépense,17061,0.0,0,0,non spécialisé
2020,932,Enseignement,62878,A des tiers,93222,Lycées publics,fonctionnement,réel,dépense,32,0.0,0,0,non spécialisé
2020,933,"Culture, sports et loisirs",62878,A des tiers,93312,Activités culturelles et artistiques,fonctionnement,réel,dépense,85817,0.0,0,0,non spécialisé
2020,933,"Culture, sports et loisirs",62878,A des tiers,93313,"Patrimoine (bibliothèques, musées, monuments...)",fonctionnement,réel,dépense,1528,0.0,0,0,non spécialisé
2020,937,Environnement,62878,A des tiers,9374,Politique de l'eau,fonctionnement,réel,dépense,54154,0.0,0,0,non spécialisé
2020,930,Services généraux,64168,Autres emplois aidés,930201,Personnel non ventilé,fonctionnement,réel,dépense,17031,0.0,0,0,non spécialisé
2020,930,Services généraux,6417,Rémunérations des apprentis,930201,Personnel non ventilé,fonctionnement,réel,dépense,149379,0.0,0,0,non spécialisé
2020,932,Enseignement,6417,Rémunérations des apprentis,93222,Lycées publics,fonctionnement,réel,dépense,41428,0.0,0,0,non spécialisé
2020,932,Enseignement,6417,Rémunérations des apprentis,93224,Participations à des cités mixtes,fonctionnement,réel,dépense,6573,0.0,0,0,non spécialisé
2020,938,Transports,6417,Rémunérations des apprentis,9380,Services communs,fonctionnement,réel,dépense,4033,0.0,0,0,non spécialisé
2020,930,Services généraux,6478,Autres charges sociales diverses,930201,Personnel non ventilé,fonctionnement,réel,dépense,2630371,0.0,0,0,non spécialisé
2020,931,Formation professionnelle et apprentissage,6478,Autres charges sociales diverses,93116,Autres,fonctionnement,réel,dépense,16398,0.0,0,0,non spécialisé
2020,932,Enseignement,6478,Autres charges sociales diverses,93222,Lycées publics,fonctionnement,réel,dépense,2939992,0.0,0,0,non spécialisé
2020,932,Enseignement,6478,Autres charges sociales diverses,93224,Participations à des cités mixtes,fonctionnement,réel,dépense,73098,0.0,0,0,non spécialisé
2020,933,"Culture, sports et loisirs",6478,Autres charges sociales diverses,9332,Sports,fonctionnement,réel,dépense,33227,0.0,0,0,non spécialisé
2020,937,Environnement,6478,Autres charges sociales diverses,9372,Actions en matière des déchets,fonctionnement,réel,dépense,10782,0.0,0,0,non spécialisé
2020,938,Transports,6478,Autres charges sociales diverses,9380,Services communs,fonctionnement,réel,dépense,171730,0.0,0,0,non spécialisé
2020,931,Formation professionnelle et apprentissage,65113,Remboursement au CNASEA,93115,Rémunération des stagiaires,fonctionnement,réel,dépense,49255466,0.0,0,0,non spécialisé
2020,930,Services généraux,6513,Bourses,93042,Actions européennes,fonctionnement,réel,dépense,0,0.0,0,0,non spécialisé
2020,931,Formation professionnelle et apprentissage,6513,Bourses,9313,Formation sanitaire et sociale,fonctionnement,réel,dépense,14940873,0.0,0,0,non spécialisé
2020,932,Enseignement,6513,Bourses,9323,Enseignement supérieur,fonctionnement,réel,dépense,2409800,0.0,0,0,non spécialisé
2020,932,Enseignement,6513,Bourses,9328,Autres services périscolaires et annexes,fonctionnement,réel,dépense,270,0.0,0,0,non spécialisé
2020,933,"Culture, sports et loisirs",6513,Bourses,93312,Activités culturelles et artistiques,fonctionnement,réel,dépense,115155,0.0,0,0,non spécialisé
2020,931,Formation professionnelle et apprentissage,6518,Autres,93116,Autres,fonctionnement,réel,dépense,9956695,0.0,0,0,non spécialisé
2020,932,Enseignement,65511,Etablissements publics,93222,Lycées publics,fonctionnement,réel,dépense,45852534,0.0,0,0,non spécialisé
2020,932,Enseignement,65511,Etablissements publics,93222,Lycées publics,fonctionnement,réel,dépense,84100,0.0,0,0,non spécialisé
2020,932,Enseignement,65512,Etablissements privés,93223,Lycées privés,fonctionnement,réel,dépense,25151157,0.0,0,0,non spécialisé
2020,930,Services généraux,6568,Autres participations,930201,Personnel non ventilé,fonctionnement,réel,dépense,549901,0.0,0,0,non spécialisé
2020,931,Formation professionnelle et apprentissage,6568,Autres participations,93116,Autres,fonctionnement,réel,dépense,2615,0.0,0,0,non spécialisé
2020,932,Enseignement,6568,Autres participations,93222,Lycées publics,fonctionnement,réel,dépense,1110942,0.0,0,0,non spécialisé
2020,932,Enseignement,6568,Autres participations,93224,Participations à des cités mixtes,fonctionnement,réel,dépense,34132,0.0,0,0,non spécialisé
2020,933,"Culture, sports et loisirs",6568,Autres participations,93312,Activités culturelles et artistiques,fonctionnement,réel,dépense,4604500,0.0,0,0,non spécialisé
2020,933,"Culture, sports et loisirs",6568,Autres participations,9332,Sports,fonctionnement,réel,dépense,13568,0.0,0,0,non spécialisé
2020,937,Environnement,6568,Autres participations,9372,Actions en matière des déchets,fonctionnement,réel,dépense,1484,0.0,0,0,non spécialisé
2020,938,Transports,6568,Autres participations,9380,Services communs,fonctionnement,réel,dépense,20847,0.0,0,0,non spécialisé
2020,938,Transports,6568,Autres participations,93813,Transports scolaires,fonctionnement,réel,dépense,25493437,0.0,0,0,non spécialisé
2020,938,Transports,6568,Autres participations,93814,Transports interurbains,fonctionnement,réel,dépense,291475,0.0,0,0,non spécialisé
2020,939,Action économique,6568,Autres participations,9395,Tourisme et thermalisme,fonctionnement,réel,dépense,25348,0.0,0,0,non spécialisé
2020,944,Frais de fonctionnements des groupes d'élus,65861,Frais de personnel,944,Frais de fonctionnements des groupes d'élus,fonctionnement,réel,dépense,1789798,0.0,0,0,non spécialisé
2020,944,Frais de fonctionnements des groupes d'élus,65862,"Matériel, équipement et fournitures",944,Frais de fonctionnements des groupes d'élus,fonctionnement,réel,dépense,76959,0.0,0,0,non spécialisé
2020,930,Services généraux,6745,Subventions de fonctionnement aux personnes de droit privé,930202,Autres moyens généraux,fonctionnement,réel,dépense,30258,0.0,0,0,non spécialisé
2020,946,Transferts entre les sections,6761,Différences sur réalisations (positives) transférées en investissement,946,Transferts entre les sections,fonctionnement,ordre,dépense,211193,0.0,0,0,non spécialisé
2020,932,Enseignement,70323,Redevance d'occupation du domaine public régional,93222,Lycées publics,fonctionnement,réel,recette,936755,0.0,0,0,non spécialisé
2020,937,Environnement,70323,Redevance d'occupation du domaine public régional,9374,Politique de l'eau,fonctionnement,réel,recette,1040,0.0,0,0,non spécialisé
2020,938,Transports,70323,Redevance d'occupation du domaine public régional,93886,Infrastructures portuaires et aéroportuaires,fonctionnement,réel,recette,10509,0.0,0,0,non spécialisé
2020,939,Action économique,70323,Redevance d'occupation du domaine public régional,9395,Tourisme et thermalisme,fonctionnement,réel,recette,46015,0.0,0,0,non spécialisé
2020,930,Services généraux,70328,Autres droits de stationnement et de location,930202,Autres moyens généraux,fonctionnement,réel,recette,120,0.0,0,0,non spécialisé
2020,930,Services généraux,70878,par des tiers,930202,Autres moyens généraux,fonctionnement,réel,recette,62518,0.0,0,0,non spécialisé
2020,932,Enseignement,70878,par des tiers,93222,Lycées publics,fonctionnement,réel,recette,15043,0.0,0,0,non spécialisé
2020,932,Enseignement,70878,par des tiers,93224,Participations à des cités mixtes,fonctionnement,réel,recette,133701,0.0,0,0,non spécialisé
2020,933,"Culture, sports et loisirs",70878,par des tiers,9332,Sports,fonctionnement,réel,recette,143295,0.0,0,0,non spécialisé
2020,939,Action économique,70878,par des tiers,9395,Tourisme et thermalisme,fonctionnement,réel,recette,5700,0.0,0,0,non spécialisé
2020,938,Transports,7461,DGD,93813,Transports scolaires,fonctionnement,réel,recette,103353,0.0,0,0,non spécialisé
2020,942,Dotations et participations,7461,DGD,942,Dotations et participations,fonctionnement,réel,recette,96057586,0.0,0,0,non spécialisé
2020,930,Services généraux,74718,Autres,930201,Personnel non ventilé,fonctionnement,réel,recette,3080,0.0,0,0,non spécialisé
2020,930,Services généraux,74718,Autres,930202,Autres moyens généraux,fonctionnement,réel,recette,20159,0.0,0,0,non spécialisé
2020,930,Services généraux,74718,Autres,93048,Autres actions internationales,fonctionnement,réel,recette,164000,0.0,0,0,non spécialisé
2020,931,Formation professionnelle et apprentissage,74718,Autres,93111,Insertion sociale et professionnelle des personnes en recherche d'emploi,fonctionnement,réel,recette,117371799,0.0,0,0,non spécialisé
2020,931,Formation professionnelle et apprentissage,74718,Autres,9313,Formation sanitaire et sociale,fonctionnement,réel,recette,1718694,0.0,0,0,non spécialisé
2020,933,"Culture, sports et loisirs",74718,Autres,93312,Activités culturelles et artistiques,fonctionnement,réel,recette,56000,0.0,0,0,non spécialisé
2020,937,Environnement,74718,Autres,9374,Politique de l'eau,fonctionnement,réel,recette,261711,0.0,0,0,non spécialisé
2020,937,Environnement,74718,Autres,9376,Patrimoine naturel,fonctionnement,réel,recette,194626,0.0,0,0,non spécialisé
2020,938,Transports,74718,Autres,93811,Transport ferroviaire régional de voyageurs,fonctionnement,réel,recette,13000000,0.0,0,0,non spécialisé
2020,939,Action économique,74718,Autres,9392,Recherche et innovation,fonctionnement,réel,recette,1050105,0.0,0,0,non spécialisé
2020,939,Action économique,74718,Autres,9393,"Agriculture, pêche, agro-industrie",fonctionnement,réel,recette,33000,0.0,0,0,non spécialisé
2020,939,Action économique,74718,Autres,9394,"Industrie, artisanat, commerce et autres services",fonctionnement,réel,recette,50000,0.0,0,0,non spécialisé
2020,942,Dotations et participations,74718,Autres,942,Dotations et participations,fonctionnement,réel,recette,200113,0.0,0,0,non spécialisé
2020,930,Services généraux,74771,Fonds social européen,930202,Autres moyens généraux,fonctionnement,réel,recette,3579983,0.0,0,0,non spécialisé
2020,931,Formation professionnelle et apprentissage,74771,Fonds social européen,93113,Formation certifiante des personnes en recherche d'emploi,fonctionnement,réel,recette,43352923,0.0,0,0,non spécialisé
2020,934,Santé et action sociale,74771,Fonds social européen,9341,Santé,fonctionnement,réel,recette,2509134,0.0,0,0,non spécialisé
2020,936,Gestion des fonds européens,74771,Fonds social européen,9361,FSE,fonctionnement,réel,recette,8750126,0.0,0,0,non spécialisé
2020,930,Services généraux,74772,FEDER,930202,Autres moyens généraux,fonctionnement,réel,recette,11634365,0.0,0,0,non spécialisé
2020,932,Enseignement,74772,FEDER,93222,Lycées publics,fonctionnement,réel,recette,1473316,0.0,0,0,non spécialisé
2020,936,Gestion des fonds européens,74772,FEDER,9362,FEDER,fonctionnement,réel,recette,19971986,0.0,0,0,non spécialisé
2020,938,Transports,74772,FEDER,93810,Services communs,fonctionnement,réel,recette,613422,0.0,0,0,non spécialisé
2020,939,Action économique,74772,FEDER,9394,"Industrie, artisanat, commerce et autres services",fonctionnement,réel,recette,33898,0.0,0,0,non spécialisé
2020,930,Services généraux,74773,FEADER,930202,Autres moyens généraux,fonctionnement,réel,recette,2854958,0.0,0,0,non spécialisé
2020,930,Services généraux,74778,Autres,93041,Actions interrégionales,fonctionnement,réel,recette,263302,0.0,0,0,non spécialisé
2020,930,Services généraux,74778,Autres,93048,Autres actions internationales,fonctionnement,réel,recette,30942,0.0,0,0,non spécialisé
2020,931,Formation professionnelle et apprentissage,74778,Autres,9312,Apprentissage,fonctionnement,réel,recette,50000,0.0,0,0,non spécialisé
2020,933,"Culture, sports et loisirs",74778,Autres,93312,Activités culturelles et artistiques,fonctionnement,réel,recette,41677,0.0,0,0,non spécialisé
2020,937,Environnement,74778,Autres,9374,Politique de l'eau,fonctionnement,réel,recette,0,0.0,0,0,non spécialisé
2020,937,Environnement,74778,Autres,9376,Patrimoine naturel,fonctionnement,réel,recette,0,0.0,0,0,non spécialisé
2020,939,Action économique,74778,Autres,9392,Recherche et innovation,fonctionnement,réel,recette,100000,0.0,0,0,non spécialisé
2020,942,Dotations et participations,74833,Etat - Compensation au titre de la Contribution Economique Territoriale (CVAE et CFE),942,Dotations et participations,fonctionnement,réel,recette,603316,0.0,0,0,non spécialisé
2020,942,Dotations et participations,74835,Dotation pour transfert de compensations d'exonérations de fiscalité directe locale,942,Dotations et participations,fonctionnement,réel,recette,4040875,0.0,0,0,non spécialisé
2020,946,Transferts entre les sections,7761,Différences sur réalisations (négatives) reprises au compte de résultat,946,Transferts entre les sections,fonctionnement,ordre,recette,112904,0.0,0,0,non spécialisé
2020,946,Transferts entre les sections,7768,Neutralisation des amortissements,946,Transferts entre les sections,fonctionnement,ordre,recette,388513115,0.0,0,0,non spécialisé
2020,907,Environnement,21351,Bâtiments publics,9074,Politique de l'eau,investissement,réel,dépense,12167,0.0,0,0,non spécialisé
2020,925,Opérations patrimoniales,21351,Bâtiments publics,925,Opérations patrimoniales,investissement,ordre,dépense,35521,0.0,0,0,non spécialisé
2020,932,Enseignement,6041,Achats d'études,93222,Lycées publics,fonctionnement,réel,dépense,1080,0.0,0,0,non spécialisé
2020,930,Services généraux,60611,Eau et assainissement,930202,Autres moyens généraux,fonctionnement,réel,dépense,48195,0.0,0,0,non spécialisé
2020,932,Enseignement,60611,Eau et assainissement,93222,Lycées publics,fonctionnement,réel,dépense,106,0.0,0,0,non spécialisé
2020,933,"Culture, sports et loisirs",60611,Eau et assainissement,9332,Sports,fonctionnement,réel,dépense,2827,0.0,0,0,non spécialisé
2020,939,Action économique,60611,Eau et assainissement,9395,Tourisme et thermalisme,fonctionnement,réel,dépense,10645,0.0,0,0,non spécialisé
2020,930,Services généraux,60612,Energie - Electricité,930202,Autres moyens généraux,fonctionnement,réel,dépense,951384,0.0,0,0,non spécialisé
2020,932,Enseignement,60612,Energie - Electricité,93222,Lycées publics,fonctionnement,réel,dépense,12620277,0.0,0,0,non spécialisé
2020,932,Enseignement,60612,Energie - Electricité,93222,Lycées publics,fonctionnement,réel,dépense,3806164,0.0,0,0,non spécialisé
2020,933,"Culture, sports et loisirs",60612,Energie - Electricité,9332,Sports,fonctionnement,réel,dépense,38926,0.0,0,0,non spécialisé
2020,937,Environnement,60612,Energie - Electricité,9374,Politique de l'eau,fonctionnement,réel,dépense,10972,0.0,0,0,non spécialisé
2020,939,Action économique,60612,Energie - Electricité,9395,Tourisme et thermalisme,fonctionnement,réel,dépense,90818,0.0,0,0,non spécialisé
2020,930,Services généraux,60613,Chauffage urbain,930202,Autres moyens généraux,fonctionnement,réel,dépense,58434,0.0,0,0,non spécialisé
2020,932,Enseignement,60618,Autres fournitures,93222,Lycées publics,fonctionnement,réel,dépense,8407298,0.0,0,0,non spécialisé
2020,932,Enseignement,60618,Autres fournitures,93222,Lycées publics,fonctionnement,réel,dépense,3805496,0.0,0,0,non spécialisé
2020,930,Services généraux,60621,Combustibles,930202,Autres moyens généraux,fonctionnement,réel,dépense,261091,0.0,0,0,non spécialisé
2020,932,Enseignement,60621,Combustibles,93222,Lycées publics,fonctionnement,réel,dépense,4265211,0.0,0,0,non spécialisé
2020,933,"Culture, sports et loisirs",60621,Combustibles,9332,Sports,fonctionnement,réel,dépense,25864,0.0,0,0,non spécialisé
2020,930,Services généraux,60622,Carburants,930202,Autres moyens généraux,fonctionnement,réel,dépense,325384,0.0,0,0,non spécialisé
2020,930,Services généraux,60623,Alimentation,930202,Autres moyens généraux,fonctionnement,réel,dépense,49709,0.0,0,0,non spécialisé
2020,930,Services généraux,60623,Alimentation,93022,Conseil Economique et Social Régional,fonctionnement,réel,dépense,460,0.0,0,0,non spécialisé
2020,932,Enseignement,60623,Alimentation,93222,Lycées publics,fonctionnement,réel,dépense,448,0.0,0,0,non spécialisé
2020,933,"Culture, sports et loisirs",60623,Alimentation,9332,Sports,fonctionnement,réel,dépense,1836,0.0,0,0,non spécialisé
2020,930,Services généraux,60628,Autres fournitures non stockées,930202,Autres moyens généraux,fonctionnement,réel,dépense,6942,0.0,0,0,non spécialisé
2020,930,Services généraux,60628,Autres fournitures non stockées,930202,Autres moyens généraux,fonctionnement,réel,dépense,111012,0.0,0,0,non spécialisé
2020,937,Environnement,60628,Autres fournitures non stockées,9374,Politique de l'eau,fonctionnement,réel,dépense,9312,0.0,0,0,non spécialisé
2020,930,Services généraux,60631,Fournitures d'entretien,930202,Autres moyens généraux,fonctionnement,réel,dépense,102261,0.0,0,0,non spécialisé
2020,930,Services généraux,60631,Fournitures d'entretien,93022,Conseil Economique et Social Régional,fonctionnement,réel,dépense,41,0.0,0,0,non spécialisé
2020,930,Services généraux,60632,Fournitures de petit équipement,930201,Personnel non ventilé,fonctionnement,réel,dépense,145,0.0,0,0,non spécialisé
2020,930,Services généraux,60632,Fournitures de petit équipement,930202,Autres moyens généraux,fonctionnement,réel,dépense,7431,0.0,0,0,non spécialisé
2020,930,Services généraux,60632,Fournitures de petit équipement,930202,Autres moyens généraux,fonctionnement,réel,dépense,123922,0.0,0,0,non spécialisé
2020,930,Services généraux,60632,Fournitures de petit équipement,93022,Conseil Economique et Social Régional,fonctionnement,réel,dépense,106,0.0,0,0,non spécialisé
2020,932,Enseignement,60632,Fournitures de petit équipement,93222,Lycées publics,fonctionnement,réel,dépense,230531,0.0,0,0,non spécialisé
2020,932,Enseignement,60632,Fournitures de petit équipement,93222,Lycées publics,fonctionnement,réel,dépense,18558,0.0,0,0,non spécialisé
